Prompt,Response
Write a python function to check if the elements of a given list are unique or not.,"Input:

[1,2,3,4,5]

Output:

True

Input:

[1,2,3,4,5,1]

Output:

False"
Write a function to subtract two lists element-wise.,"The function should be pure.

Examples

subtract_two_lists([1, 2, 3], [4, 5, 6]) ➞ [-3, -3, -3]

subtract_two_lists([1, 2, 3], [4, 5]) ➞ ""Lists must be of same length""

subtract_two_lists([1, 2, 3], [4, 5, 6]) ➞ [-3, -3, -3]
Notes

Lists are of the same length.

""""""


def subtract_two_lists(l1, l2):
    if len(l1) != len(l2):
        return ""Lists must be of same length""
    return [l1[i] - l2[i] for i in range(len(l1))]


print(subtract_two_lists([1, 2, 3], [4, 5, 6]))
print(subtract_two_lists([1, 2, 3], [4, 5]))
print(subtract_two_lists([1, 2, 3], [4, 5, 6]))"
Write a python function takes in an integer and check whether the frequency of each digit in the integer is less than or equal to the digit itself.,"For example, if the input integer is 3332211, then the function should return True because the frequency of each digit in the integer is 3, 2, 1 and 1 which is less than or equal to the digit itself. If the input integer is 3332212, then the function should return False because the frequency of 2 is 2 which is greater than 2."
Write a function that takes in a list and element and checks whether all items in the list are equal to the given element.,"Example

For inputArray = [1, 1, 1] and elem = 1, the output should be
allEqual(inputArray, elem) = true;
For inputArray = [1, 2, 1] and elem = 1, the output should be
allEqual(inputArray, elem) = false.
Input/Output

[execution time limit] 4 seconds (py3)

[input] array.integer inputArray

Guaranteed constraints:
1 ≤ inputArray.length ≤ 10,
-1000 ≤ inputArray[i] ≤ 1000.

[input] integer elem

Guaranteed constraints:
-1000 ≤ elem ≤ 1000.

[output] boolean

true if all elements in inputArray are equal to elem, false otherwise."
Write a function that checks whether a string contains the 'a' character followed by two or three 'b' characters.,"Examples

abc => False
abbb => True
abbbc => False
abbbbc => True


def abcmath(a, b, c):
    for i in range(b):
        a += a
    return a % c == 0"
Write a function to find the largest sum of a contiguous array in the modified array which is formed by repeating the given array k times.,"Example 1:

Input:
arr[] = {1, 2, 3, -4, 5}
k = 3
Output:
11
Explanation:
The subarray is {1, 2, 3, -4, 5, 1, 2, 3, -4, 5, 1, 2, 3, -4, 5}

Example 2:

Input:
arr[] = {1, 2, 3, -4, 5}
k = 2
Output:
10
Explanation:
The subarray is {1, 2, 3, -4, 5, 1, 2, 3, -4, 5}

Your Task:
This is a function problem. The input is already taken care of by the driver code. You only need to complete the function maxSum() that takes an array (arr), sizeOfArray (n), an integer k, and return the maximum sum. The driver code takes care of the printing.

Expected Time Complexity: O(N*K).
Expected Auxiliary Space: O(N).

Constraints:
1 <= N <= 105
1 <= K <= 105
-106 <= arr[i] <= 106"
Write a python function takes in an integer n and returns the sum of squares of first n even natural numbers.,"Sample Input:

5

Sample Output:

55

Explanation:

Sum of squares of first 5 even natural numbers is 55."
Write a function to find the list of maximum length in a list of lists.,"Example:

Input: [[1, 2, 3, 4], [1, 2, 3, 4, 5], [1, 2, 3]]
Output: [1, 2, 3, 4, 5]

Input: [[1, 2, 3, 4], [1, 2, 3, 4], [1, 2, 3]]
Output: [1, 2, 3, 4]

Input: [[1, 2, 3, 4], [1, 2, 3], [1, 2, 3]]
Output: [1, 2, 3]

Input: [[1, 2, 3, 4], [1, 2, 3, 4], [1, 2, 3, 4]]
Output: [1, 2, 3, 4]

Input: [[1, 2, 3, 4], [1, 2, 3, 4], [1, 2, 3, 4], [1, 2, 3, 4]]
Output: [1, 2, 3, 4]

Input: [[1, 2, 3, 4], [1, 2, 3, 4], [1, 2, 3, 4], [1, 2, 3, 4], [1, 2, 3, 4]]
Output: [1, 2, 3, 4]

Input: [[1, 2, 3, 4], [1, 2, 3, 4], [1, 2, 3, 4], [1, 2, 3, 4], [1, 2, 3, 4], [1, 2, 3, 4]]
Output: [1, 2, 3, 4]

Input: [[1, 2, 3, 4], [1, 2, 3, 4], [1, 2, 3, 4], [1, 2, 3, 4], [1, 2, 3"
Write a function to find out the number of ways of painting the fence such that at most 2 adjacent posts have the same color for the given fence with n posts and k colors.,"Input:

n = 3, k = 2
Output:

6
Explanation:

We have 3 posts and 2 colors. We can color the posts in 2 ways as shown in the figure below."
Write a python function to find quotient of two numbers (rounded down to the nearest integer).,"Input:

Input consists of 2 integers.

First line of input contains the first number.

Second line of input contains the second number.

Output:

Output consists of a single integer.

Output consists of quotient of two numbers.

Sample Input 1:

10

3

Sample Output 1:

3

Sample Input 2:

10

2

Sample Output 2:

5

Explanation:

Quotient of 10 and 2 is 5.

Sample Input 3:

10

0

Sample Output 3:

Error

Explanation:

Quotient of 10 and 0 is undefined.

Sample Input 4:

10

-2

Sample Output 4:

-5

Explanation:

Quotient of 10 and -2 is -5.

Sample Input 5:

10

-3

Sample Output 5:

3

Explanation:

Quotient of 10 and -3 is -3.

Sample Input 6:

10

1

Sample Output 6:

10

Explanation:

Quotient of 10 and 1 is 10.

Sample Input 7:

10

-1

Sample Output 7:

-10

Explanation:

Quotient of 10 and -1 is -10.

Sample Input 8:

10

10

Sample Output 8:

1

Explanation:

Quotient of 10 and 10 is 1.

Sample Input 9:

10

-10

Sample Output 9:

-1

Explanation:

Quotient of 10 and -10 is -1.

Sample Input 10:

10

0.5

Sample Output 10:

20

Explanation:

Quotient of 10 and 0"
Write a function to find the third side of a right angled triangle.,"Given 2 sides, return the third side rounded to two decimal places.

If either side is less than 1, or either side is greater than 100,000, return ""Invalid"".

If either side is not a number, return ""Not a number"".

Examples

otherSide(3, 4) ➞ 5

otherSide(5, 7) ➞ 8.49

otherSide(8, 10) ➞ 11.63

otherSide(7, ""string"") ➞ ""Not a number""

otherSide(true, 5) ➞ ""Invalid""

Notes

    Hint: Pythagorean Theorem
    Round to two decimal places.
    Check Resources for more info.

*/

function otherSide(a, b) {
  if (a < 1 || b < 1 || a > 100000 || b > 100000) return ""Invalid"";
  if (typeof a !== ""number"" || typeof b !== ""number"") return ""Not a number"";
  return +Math.sqrt(a * a + b * b).toFixed(2);
}

console.log(otherSide(3, 4));
console.log(otherSide(5, 7));
console.log(otherSide(8, 10));
console.log(otherSide(7, ""string""));
console.log(otherSide(true, 5));"
Write a function to find the maximum value in a given heterogeneous list.,"The heterogeneous list may contain tuples, lists and other lists.

Example:

Input: [1,2,3,[4,5,6],[10,11,12],[7,8,9]]

Output: 12

Input: [1,2,3,4,5]

Output: 5

Input: [10,[11,12]]

Output: 12

Input: [[[100]],[101]]

Output: 101

Input: [[[100]],[101,102]]

Output: 102

Input: [[[100]],[101,102],[103,104]]

Output: 104

Input: [[[100]],[101,102],[103,104],[105,106]]

Output: 106

Input: [[[100]],[101,102],[103,104],[105,106],[107,108]]

Output: 108

Input: [[[100]],[101,102],[103,104],[105,106],[107,108],[109,110]]

Output: 110

Input: [[[100]],[101,102],[103,104],[105,106],[107,108],[109,110],[111,112]]

Output: 112

Input: [[[100]],[101,102],[103,104],[105,106],[107,108],[109,110],[111,112],[113,114]]

Output: 114"
Write a function to return the sum of all divisors of a number.,"The divisors of a number are all the numbers that divide evenly into it. For example, the divisors of 4 are 1, 2, and 4, since all of the numbers from 1 to 4 divide evenly into 4.

Example:

divisors(4)  === 6 // since 1, 2, and 4 are all divisors of 4
divisors(5)  === 8 // since 1, 2, 3, and 5 are all divisors of 5
divisors(12) === 28 // since 1, 2, 3, 4, 6, 12 and 24 are all divisors of 12

*/

function divisors(integer) {
  let divisors = [];
  for (let i = 2; i < integer; i++) {
    if (integer % i === 0) {
      divisors.push(i);
    }
  }
  return divisors.length === 0 ? `${integer} is prime` : divisors.reduce((a, b) => a + b);
};

console.log(divisors(15));
console.log(divisors(12));
console.log(divisors(13));
console.log(divisors(25));
console.log(divisors(4));
console.log(divisors(5));
console.log(divisors(1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
Write a python function to count inversions in an array.,"Inversion count is the number of pairs of elements in the array such that i < j and arr[i] > arr[j].

Input:

The first line of input contains an integer T denoting the number of test cases.
The first line of each test case is N, the size of array.
The second line of each test case contains N elements.

Output:

Print the inversion count of array.

Constraints:

1 ≤ T ≤ 100
1 ≤ N ≤ 107
1 ≤ C ≤ 1018

Example:

Input:
3
5
2 4 1 3 5
5
2 3 4 5 1
5
1 2 3 4 5

Output:
3
3
0

Explanation:
Testcase 1: The sequence 2, 4, 1, 3, 5 has three inversions (2, 1), (4, 1), (4, 3)."
Write a function to flatten a given nested list structure.,"Each element of the list could be either an integer or a list.

Example 1:

Input: [[1,1],2,[1,1]]
Output: [1,1,2,1,1]
Explanation: By calling next repeatedly until hasNext returns false, the order of elements returned by next should be: [1,1,2,1,1].
Example 2:

Input: [1,[4,[6]]]
Output: [1,4,6]
Explanation: By calling next repeatedly until hasNext returns false, the order of elements returned by next should be: [1,4,6]."
Write a function to calculate the maximum aggregate from the list of tuples.,"Input: [(1, 2), (3, 4), (5, 6)]

Output: 15

Explanation: (1+2) + (3+4) + (5+6) = 15


def max_aggregate(lst):
    return sum(sum(i) for i in lst)


print(max_aggregate([(1, 2), (3, 4), (5, 6)]))"
Write a function to find the count of all binary sequences of length 2n such that sum of first n bits is same as sum of last n bits.,"Input: n = 2
Output: 6

Input: n = 3
Output: 24

Input: n = 4
Output: 120

Input: n = 5
Output: 480

Input: n = 10
Output: 10240

Input: n = 15
Output: 1555200

Input: n = 20
Output: 12612600

Input: n = 25
Output: 12612600

Input: n = 30
Output: 12612600

Input: n = 35
Output: 12612600

Input: n = 40
Output: 12612600

Input: n = 45
Output: 12612600

Input: n = 50
Output: 12612600

Input: n = 55
Output: 12612600

Input: n = 60
Output: 12612600

Input: n = 65
Output: 12612600

Input: n = 70
Output: 12612600

Input: n = 75
Output: 12612600

Input: n = 80
Output: 12612600

Input: n = 85
Output: 12612600

Input: n = 90
Output: 12612600

Input: n = 95
Output: 12612600

Input: n = 100
Output: 12612600

Input: n = 105
Output: 12612600

Input: n = 110
Output: 12612600

Input: n = 115
Output: 12612600

Input: n = 120
Output: 126126"
Write a function to find the depth of a dictionary.,"Example:

Input:

{
    ""key1"": 1,
    ""key2"": {
        ""key3"": 1,
        ""key4"": {
            ""key5"": 4
        }
    }
}

Output: 3

""""""


def depth(dictionary):
    if isinstance(dictionary, dict):
        if len(dictionary) == 0:
            return 1
        else:
            return 1 + max(depth(value) for value in dictionary.values())
    else:
        return 0


if __name__ == '__main__':
    print(depth({
        ""key1"": 1,
        ""key2"": {
            ""key3"": 1,
            ""key4"": {
                ""key5"": 4
            }
        }
    }))"
Write a python function to find element at a given index after number of rotations.,"Input:

arr[] = {1, 2, 3, 4, 5}

index = 2

Output: 3

Explanation:

After 1st rotation - {5, 1, 2, 3, 4}

After 2nd rotation - {4, 5, 1, 2, 3}

Element at index 2 is 3"
Write a function to return two words from a list of words starting with letter 'p'.,"Example:

words = ['peter', 'pan', 'pickle', 'pepper', 'pick', 'pepperoni']

p_words = get_p_words(words)

print(p_words)

# Output: ['peter', 'pan', 'pepper', 'pepperoni']


def get_p_words(words):
    p_words = []
    for word in words:
        if word[0] == 'p':
            p_words.append(word)
    return p_words


words = ['peter', 'pan', 'pickle', 'pepper', 'pick', 'pepperoni']

p_words = get_p_words(words)

print(p_words)


# Output: ['peter', 'pan', 'pepper', 'pepperoni']"
"Write a function to find the maximum sum of increasing subsequence from prefix until ith index and also including a given kth element which is after i, i.e., k > i .","Input:

arr[] = {1, 2, 3, 4, 5, 6, 7, 8, 9, 10}
k = 3
Output:

16
Explanation:

The subsequence is {1, 2, 3, 4, 5, 6, 7, 8, 9, 10}

Input:

arr[] = {1, 2, 3, 4, 5, 6, 7, 8, 9, 10}
k = 10
Output:

10
Explanation:

The subsequence is {1, 2, 3, 4, 5, 6, 7, 8, 9, 10}

Input:

arr[] = {1, 2, 3, 4, 5, 6, 7, 8, 9, 10}
k = 1
Output:

1
Explanation:

The subsequence is {1}

Input:

arr[] = {1, 2, 3, 4, 5, 6, 7, 8, 9, 10}
k = 2
Output:

3
Explanation:

The subsequence is {1, 2}

Input:

arr[] = {1, 2, 3, 4, 5, 6, 7, 8, 9, 10}
k = 5
Output:

10
Explanation:

The subsequence is {1, 2, 3, 4, 5}

Input:

arr[] = {1, 2, 3, 4, 5, 6, 7, 8, 9, 10}
k = 6
Output:

15
Explanation:

The subsequence is {1, 2, 3, 4, 5, 6}

Input:

arr[] = {1, 2, 3, 4, 5, 6, 7, 8, 9,"
Write a function to get a colon of a tuple.,"Example:

get_colon(('a', 'b', 'c', 'd', 'e')) -> 'b:d'
get_colon(('a', 'b', 'c', 'd', 'e', 'f')) -> 'b:d'
get_colon(('a', 'b', 'c', 'd', 'e', 'f', 'g')) -> 'b:f'

""""""


def get_colon(tup):
    if len(tup) % 2 == 0:
        return f""{tup[len(tup) // 2 - 1]}:{tup[len(tup) // 2]}""
    else:
        return f""{tup[len(tup) // 2]}:{tup[len(tup) // 2]}""


print(get_colon(('a', 'b', 'c', 'd', 'e')))
print(get_colon(('a', 'b', 'c', 'd', 'e', 'f')))
print(get_colon(('a', 'b', 'c', 'd', 'e', 'f', 'g')))"
"Write a function to find the specified number of largest products from two given lists, selecting one factor from each list.","Example

For lst1 = [1, 2, 3, 4, 5] and lst2 = [6, 7, 8, 9, 10], and n = 3, the output should be
largestProducts(lst1, lst2, n) = [50, 49, 48].

The 3 largest products are 50 (5 * 10), 49 (5 * 9), and 48 (4 * 10).

Input/Output

[execution time limit] 4 seconds (py3)

[input] array.integer lst1

A list of integers.

Guaranteed constraints:
1 ≤ lst1.length ≤ 105,
-1000 ≤ lst1[i] ≤ 1000.

[input] array.integer lst2

A list of integers.

Guaranteed constraints:
1 ≤ lst2.length ≤ 105,
-1000 ≤ lst2[i] ≤ 1000.

[input] integer n

An integer representing the number of products to select.

Guaranteed constraints:
1 ≤ n ≤ min(lst1.length, lst2.length).

[output] array.integer

The n largest products, in descending order."
Write a python function to find the maximum of two numbers.,"def max_num(a,b):
    if a>b:
        return a
    else:
        return b

print(max_num(10,20))"
Write a function to convert a given string to a tuple of characters.,"Use map() to apply a function to each element of the string.

Sample Input:

str1 = ""python""

Sample Output:

('p', 'y', 't', 'h', 'o', 'n')

Explanation:

The characters of the string are converted to a tuple.

Solution:

def convert_to_tuple(str1):
    return tuple(str1)

str1 = ""python""
print(convert_to_tuple(str1))

Output:

('p', 'y', 't', 'h', 'o', 'n')"
Write a python function to set the left most unset bit.,"Input: 10
Output: 8

Input: 15
Output: 0

Input: 1
Output: 0

Input: 0
Output: 1

Input: 16
Output: 0

Input: 12
Output: 8

Input: 13
Output: 9

Input: 14
Output: 10

Input: 17
Output: 16

Input: 18
Output: 17

Input: 19
Output: 20

Input: 20
Output: 0

Input: 21
Output: 1

Input: 22
Output: 2

Input: 23
Output: 3

Input: 24
Output: 0

Input: 25
Output: 1

Input: 26
Output: 2

Input: 27
Output: 3

Input: 28
Output: 4

Input: 29
Output: 5

Input: 30
Output: 6

Input: 31
Output: 0

Input: 32
Output: 0

Input: 33
Output: 1

Input: 34
Output: 2

Input: 35
Output: 3

Input: 36
Output: 4

Input: 37
Output: 5

Input: 38
Output: 6

Input: 39
Output: 7

Input: 40
Output: 0

Input: 41
Output: 1

Input: 42
Output: 2

Input: 43
Output: 3

Input: 44
Output: 4

Input: 45
Output: 5

Input: 46
Output: 6

Input: 47
Output: 7

Input: 48
Output: 0

Input: 49
Output: 1

Input: 50
Output: 2

Input: 5"
Write a function to find the volume of a cone.,"function volumeOfCone(radius, height) {
  return (Math.PI * Math.pow(radius, 2) * height) / 3;
}

console.log(volumeOfCone(3, 5));"
Write a python function to find the highest power of 2 that is less than or equal to n.,"Example:

Input: 10
Output: 8

Input: 15
Output: 8

Input: 16
Output: 16

Input: 1
Output: 1

Input: 2
Output: 2

Input: 3
Output: 2

Input: 4
Output: 4

Input: 5
Output: 4

Input: 6
Output: 4

Input: 7
Output: 4

Input: 8
Output: 8

Input: 9
Output: 8

Input: 10
Output: 8

Input: 11
Output: 8

Input: 12
Output: 12

Input: 13
Output: 12

Input: 14
Output: 12

Input: 15
Output: 12

Input: 16
Output: 16

Input: 17
Output: 16

Input: 18
Output: 16

Input: 19
Output: 16

Input: 20
Output: 16

Input: 21
Output: 16

Input: 22
Output: 16

Input: 23
Output: 16

Input: 24
Output: 24

Input: 25
Output: 24

Input: 26
Output: 24

Input: 27
Output: 24

Input: 28
Output: 24

Input: 29
Output: 24

Input: 30
Output: 24

Input: 31
Output: 24

Input: 32
Output: 32

Input: 33
Output: 32

Input: 34
Output: 32

Input: 35
Output: 32

Input: 36
Output: 32

Input: 37
Output: 32

Input: 38
Output:"
